name	term	lev	seq	value
"regulation of metabolic process"	GO:0010468;GO:0010556;GO:0009889;GO:0060255;GO:0019222;GO:0006355;GO:2001141;GO:0031326;GO:0051252;GO:0031323;GO:0019219;GO:0051171;GO:0080090	6	isogroup7313	0.5
"regulation of metabolic process"	GO:0010468;GO:0010556;GO:0009889;GO:0060255;GO:0019222;GO:0006355;GO:2001141;GO:0031326;GO:0051252;GO:0031323;GO:0019219;GO:0051171;GO:0080090	6	isogroup7371	0
"regulation of metabolic process"	GO:0010468;GO:0010556;GO:0009889;GO:0060255;GO:0019222;GO:0006355;GO:2001141;GO:0031326;GO:0051252;GO:0031323;GO:0019219;GO:0051171;GO:0080090	6	isogroup7390	2.9
"regulation of metabolic process"	GO:0010468;GO:0010556;GO:0009889;GO:0060255;GO:0019222;GO:0006355;GO:2001141;GO:0031326;GO:0051252;GO:0031323;GO:0019219;GO:0051171;GO:0080090	6	isogroup7391	0
"regulation of metabolic process"	GO:0010468;GO:0010556;GO:0009889;GO:0060255;GO:0019222;GO:0006355;GO:2001141;GO:0031326;GO:0051252;GO:0031323;GO:0019219;GO:0051171;GO:0080090	6	isogroup7445	0.4
"regulation of metabolic process"	GO:0010468;GO:0010556;GO:0009889;GO:0060255;GO:0019222;GO:0006355;GO:2001141;GO:0031326;GO:0051252;GO:0031323;GO:0019219;GO:0051171;GO:0080090	6	isogroup7474	-5.1
"regulation of metabolic process"	GO:0010468;GO:0010556;GO:0009889;GO:0060255;GO:0019222;GO:0006355;GO:2001141;GO:0031326;GO:0051252;GO:0031323;GO:0019219;GO:0051171;GO:0080090	6	isogroup7513	1.3
"regulation of metabolic process"	GO:0010468;GO:0010556;GO:0009889;GO:0060255;GO:0019222;GO:0006355;GO:2001141;GO:0031326;GO:0051252;GO:0031323;GO:0019219;GO:0051171;GO:0080090	6	isogroup755	7.6
"regulation of metabolic process"	GO:0010468;GO:0010556;GO:0009889;GO:0060255;GO:0019222;GO:0006355;GO:2001141;GO:0031326;GO:0051252;GO:0031323;GO:0019219;GO:0051171;GO:0080090	6	isogroup764	3.1
"regulation of metabolic process"	GO:0010468;GO:0010556;GO:0009889;GO:0060255;GO:0019222;GO:0006355;GO:2001141;GO:0031326;GO:0051252;GO:0031323;GO:0019219;GO:0051171;GO:0080090	6	isogroup7663	0.3
"regulation of metabolic process"	GO:0010468;GO:0010556;GO:0009889;GO:0060255;GO:0019222;GO:0006355;GO:2001141;GO:0031326;GO:0051252;GO:0031323;GO:0019219;GO:0051171;GO:0080090	6	isogroup7692	-1
"regulation of metabolic process"	GO:0010468;GO:0010556;GO:0009889;GO:0060255;GO:0019222;GO:0006355;GO:2001141;GO:0031326;GO:0051252;GO:0031323;GO:0019219;GO:0051171;GO:0080090	6	isogroup771	3.2
"regulation of metabolic process"	GO:0010468;GO:0010556;GO:0009889;GO:0060255;GO:0019222;GO:0006355;GO:2001141;GO:0031326;GO:0051252;GO:0031323;GO:0019219;GO:0051171;GO:0080090	6	isogroup7810	0.2
"regulation of metabolic process"	GO:0010468;GO:0010556;GO:0009889;GO:0060255;GO:0019222;GO:0006355;GO:2001141;GO:0031326;GO:0051252;GO:0031323;GO:0019219;GO:0051171;GO:0080090	6	isogroup7816	0.5
"regulation of metabolic process"	GO:0010468;GO:0010556;GO:0009889;GO:0060255;GO:0019222;GO:0006355;GO:2001141;GO:0031326;GO:0051252;GO:0031323;GO:0019219;GO:0051171;GO:0080090	6	isogroup7826	0.5
"regulation of metabolic process"	GO:0010468;GO:0010556;GO:0009889;GO:0060255;GO:0019222;GO:0006355;GO:2001141;GO:0031326;GO:0051252;GO:0031323;GO:0019219;GO:0051171;GO:0080090	6	isogroup784	-0.7
"regulation of metabolic process"	GO:0010468;GO:0010556;GO:0009889;GO:0060255;GO:0019222;GO:0006355;GO:2001141;GO:0031326;GO:0051252;GO:0031323;GO:0019219;GO:0051171;GO:0080090	6	isogroup7846	0.9
"regulation of metabolic process"	GO:0010468;GO:0010556;GO:0009889;GO:0060255;GO:0019222;GO:0006355;GO:2001141;GO:0031326;GO:0051252;GO:0031323;GO:0019219;GO:0051171;GO:0080090	6	isogroup7857	-0.1
"regulation of metabolic process"	GO:0010468;GO:0010556;GO:0009889;GO:0060255;GO:0019222;GO:0006355;GO:2001141;GO:0031326;GO:0051252;GO:0031323;GO:0019219;GO:0051171;GO:0080090	6	isogroup7904	-0.3
"regulation of metabolic process"	GO:0010468;GO:0010556;GO:0009889;GO:0060255;GO:0019222;GO:0006355;GO:2001141;GO:0031326;GO:0051252;GO:0031323;GO:0019219;GO:0051171;GO:0080090	6	isogroup7967	0.4
"regulation of metabolic process"	GO:0010468;GO:0010556;GO:0009889;GO:0060255;GO:0019222;GO:0006355;GO:2001141;GO:0031326;GO:0051252;GO:0031323;GO:0019219;GO:0051171;GO:0080090	6	isogroup7975	0.8
"regulation of metabolic process"	GO:0010468;GO:0010556;GO:0009889;GO:0060255;GO:0019222;GO:0006355;GO:2001141;GO:0031326;GO:0051252;GO:0031323;GO:0019219;GO:0051171;GO:0080090	6	isogroup8002	-0.3
"regulation of metabolic process"	GO:0010468;GO:0010556;GO:0009889;GO:0060255;GO:0019222;GO:0006355;GO:2001141;GO:0031326;GO:0051252;GO:0031323;GO:0019219;GO:0051171;GO:0080090	6	isogroup8021	-0.4
"regulation of metabolic process"	GO:0010468;GO:0010556;GO:0009889;GO:0060255;GO:0019222;GO:0006355;GO:2001141;GO:0031326;GO:0051252;GO:0031323;GO:0019219;GO:0051171;GO:0080090	6	isogroup8068	0.6
"regulation of metabolic process"	GO:0010468;GO:0010556;GO:0009889;GO:0060255;GO:0019222;GO:0006355;GO:2001141;GO:0031326;GO:0051252;GO:0031323;GO:0019219;GO:0051171;GO:0080090	6	isogroup8101	0.6
"regulation of metabolic process"	GO:0010468;GO:0010556;GO:0009889;GO:0060255;GO:0019222;GO:0006355;GO:2001141;GO:0031326;GO:0051252;GO:0031323;GO:0019219;GO:0051171;GO:0080090	6	isogroup8106	-0.3
"regulation of metabolic process"	GO:0010468;GO:0010556;GO:0009889;GO:0060255;GO:0019222;GO:0006355;GO:2001141;GO:0031326;GO:0051252;GO:0031323;GO:0019219;GO:0051171;GO:0080090	6	isogroup8266	1.8
"regulation of metabolic process"	GO:0010468;GO:0010556;GO:0009889;GO:0060255;GO:0019222;GO:0006355;GO:2001141;GO:0031326;GO:0051252;GO:0031323;GO:0019219;GO:0051171;GO:0080090	6	isogroup8361	0
"regulation of metabolic process"	GO:0010468;GO:0010556;GO:0009889;GO:0060255;GO:0019222;GO:0006355;GO:2001141;GO:0031326;GO:0051252;GO:0031323;GO:0019219;GO:0051171;GO:0080090	6	isogroup8391	0.5
"regulation of metabolic process"	GO:0010468;GO:0010556;GO:0009889;GO:0060255;GO:0019222;GO:0006355;GO:2001141;GO:0031326;GO:0051252;GO:0031323;GO:0019219;GO:0051171;GO:0080090	6	isogroup8457	0.9
"regulation of metabolic process"	GO:0010468;GO:0010556;GO:0009889;GO:0060255;GO:0019222;GO:0006355;GO:2001141;GO:0031326;GO:0051252;GO:0031323;GO:0019219;GO:0051171;GO:0080090	6	isogroup8513	1.7
"regulation of metabolic process"	GO:0010468;GO:0010556;GO:0009889;GO:0060255;GO:0019222;GO:0006355;GO:2001141;GO:0031326;GO:0051252;GO:0031323;GO:0019219;GO:0051171;GO:0080090	6	isogroup8524	3.4
"regulation of metabolic process"	GO:0010468;GO:0010556;GO:0009889;GO:0060255;GO:0019222;GO:0006355;GO:2001141;GO:0031326;GO:0051252;GO:0031323;GO:0019219;GO:0051171;GO:0080090	6	isogroup8529	-9.4
"regulation of metabolic process"	GO:0010468;GO:0010556;GO:0009889;GO:0060255;GO:0019222;GO:0006355;GO:2001141;GO:0031326;GO:0051252;GO:0031323;GO:0019219;GO:0051171;GO:0080090	6	isogroup854	0.4
"regulation of metabolic process"	GO:0010468;GO:0010556;GO:0009889;GO:0060255;GO:0019222;GO:0006355;GO:2001141;GO:0031326;GO:0051252;GO:0031323;GO:0019219;GO:0051171;GO:0080090	6	isogroup8545	-10
"regulation of metabolic process"	GO:0010468;GO:0010556;GO:0009889;GO:0060255;GO:0019222;GO:0006355;GO:2001141;GO:0031326;GO:0051252;GO:0031323;GO:0019219;GO:0051171;GO:0080090	6	isogroup8549	-2.6
"regulation of metabolic process"	GO:0010468;GO:0010556;GO:0009889;GO:0060255;GO:0019222;GO:0006355;GO:2001141;GO:0031326;GO:0051252;GO:0031323;GO:0019219;GO:0051171;GO:0080090	6	isogroup8554	-0.2
"regulation of metabolic process"	GO:0010468;GO:0010556;GO:0009889;GO:0060255;GO:0019222;GO:0006355;GO:2001141;GO:0031326;GO:0051252;GO:0031323;GO:0019219;GO:0051171;GO:0080090	6	isogroup858	0
"regulation of metabolic process"	GO:0010468;GO:0010556;GO:0009889;GO:0060255;GO:0019222;GO:0006355;GO:2001141;GO:0031326;GO:0051252;GO:0031323;GO:0019219;GO:0051171;GO:0080090	6	isogroup8608	0.5
"regulation of metabolic process"	GO:0010468;GO:0010556;GO:0009889;GO:0060255;GO:0019222;GO:0006355;GO:2001141;GO:0031326;GO:0051252;GO:0031323;GO:0019219;GO:0051171;GO:0080090	6	isogroup8629	-0.2
"regulation of metabolic process"	GO:0010468;GO:0010556;GO:0009889;GO:0060255;GO:0019222;GO:0006355;GO:2001141;GO:0031326;GO:0051252;GO:0031323;GO:0019219;GO:0051171;GO:0080090	6	isogroup8632	-0.4
"regulation of metabolic process"	GO:0010468;GO:0010556;GO:0009889;GO:0060255;GO:0019222;GO:0006355;GO:2001141;GO:0031326;GO:0051252;GO:0031323;GO:0019219;GO:0051171;GO:0080090	6	isogroup867	2.6
"regulation of metabolic process"	GO:0010468;GO:0010556;GO:0009889;GO:0060255;GO:0019222;GO:0006355;GO:2001141;GO:0031326;GO:0051252;GO:0031323;GO:0019219;GO:0051171;GO:0080090	6	isogroup8712	-0.5
"regulation of metabolic process"	GO:0010468;GO:0010556;GO:0009889;GO:0060255;GO:0019222;GO:0006355;GO:2001141;GO:0031326;GO:0051252;GO:0031323;GO:0019219;GO:0051171;GO:0080090	6	isogroup8731	0.2
"regulation of metabolic process"	GO:0010468;GO:0010556;GO:0009889;GO:0060255;GO:0019222;GO:0006355;GO:2001141;GO:0031326;GO:0051252;GO:0031323;GO:0019219;GO:0051171;GO:0080090	6	isogroup8732	-0.3
"regulation of metabolic process"	GO:0010468;GO:0010556;GO:0009889;GO:0060255;GO:0019222;GO:0006355;GO:2001141;GO:0031326;GO:0051252;GO:0031323;GO:0019219;GO:0051171;GO:0080090	6	isogroup8744	3.6
"regulation of metabolic process"	GO:0010468;GO:0010556;GO:0009889;GO:0060255;GO:0019222;GO:0006355;GO:2001141;GO:0031326;GO:0051252;GO:0031323;GO:0019219;GO:0051171;GO:0080090	6	isogroup8761	-10
"regulation of metabolic process"	GO:0010468;GO:0010556;GO:0009889;GO:0060255;GO:0019222;GO:0006355;GO:2001141;GO:0031326;GO:0051252;GO:0031323;GO:0019219;GO:0051171;GO:0080090	6	isogroup8801	-0.2
"regulation of metabolic process"	GO:0010468;GO:0010556;GO:0009889;GO:0060255;GO:0019222;GO:0006355;GO:2001141;GO:0031326;GO:0051252;GO:0031323;GO:0019219;GO:0051171;GO:0080090	6	isogroup8807	-3.6
"regulation of metabolic process"	GO:0010468;GO:0010556;GO:0009889;GO:0060255;GO:0019222;GO:0006355;GO:2001141;GO:0031326;GO:0051252;GO:0031323;GO:0019219;GO:0051171;GO:0080090	6	isogroup8842	-0.2
"regulation of metabolic process"	GO:0010468;GO:0010556;GO:0009889;GO:0060255;GO:0019222;GO:0006355;GO:2001141;GO:0031326;GO:0051252;GO:0031323;GO:0019219;GO:0051171;GO:0080090	6	isogroup8866	-10
"regulation of metabolic process"	GO:0010468;GO:0010556;GO:0009889;GO:0060255;GO:0019222;GO:0006355;GO:2001141;GO:0031326;GO:0051252;GO:0031323;GO:0019219;GO:0051171;GO:0080090	6	isogroup889	0.6
"regulation of metabolic process"	GO:0010468;GO:0010556;GO:0009889;GO:0060255;GO:0019222;GO:0006355;GO:2001141;GO:0031326;GO:0051252;GO:0031323;GO:0019219;GO:0051171;GO:0080090	6	isogroup8904	-0.1
"regulation of metabolic process"	GO:0010468;GO:0010556;GO:0009889;GO:0060255;GO:0019222;GO:0006355;GO:2001141;GO:0031326;GO:0051252;GO:0031323;GO:0019219;GO:0051171;GO:0080090	6	isogroup8908	0.3
"regulation of metabolic process"	GO:0010468;GO:0010556;GO:0009889;GO:0060255;GO:0019222;GO:0006355;GO:2001141;GO:0031326;GO:0051252;GO:0031323;GO:0019219;GO:0051171;GO:0080090	6	isogroup894	-0.4
"regulation of metabolic process"	GO:0010468;GO:0010556;GO:0009889;GO:0060255;GO:0019222;GO:0006355;GO:2001141;GO:0031326;GO:0051252;GO:0031323;GO:0019219;GO:0051171;GO:0080090	6	isogroup8950	-0.1
"regulation of metabolic process"	GO:0010468;GO:0010556;GO:0009889;GO:0060255;GO:0019222;GO:0006355;GO:2001141;GO:0031326;GO:0051252;GO:0031323;GO:0019219;GO:0051171;GO:0080090	6	isogroup897	3.9
"regulation of metabolic process"	GO:0010468;GO:0010556;GO:0009889;GO:0060255;GO:0019222;GO:0006355;GO:2001141;GO:0031326;GO:0051252;GO:0031323;GO:0019219;GO:0051171;GO:0080090	6	isogroup8974	-2.2
"regulation of metabolic process"	GO:0010468;GO:0010556;GO:0009889;GO:0060255;GO:0019222;GO:0006355;GO:2001141;GO:0031326;GO:0051252;GO:0031323;GO:0019219;GO:0051171;GO:0080090	6	isogroup8997	-0.1
"regulation of metabolic process"	GO:0010468;GO:0010556;GO:0009889;GO:0060255;GO:0019222;GO:0006355;GO:2001141;GO:0031326;GO:0051252;GO:0031323;GO:0019219;GO:0051171;GO:0080090	6	isogroup9020	-0.5
"regulation of metabolic process"	GO:0010468;GO:0010556;GO:0009889;GO:0060255;GO:0019222;GO:0006355;GO:2001141;GO:0031326;GO:0051252;GO:0031323;GO:0019219;GO:0051171;GO:0080090	6	isogroup9061	1.5
"regulation of metabolic process"	GO:0010468;GO:0010556;GO:0009889;GO:0060255;GO:0019222;GO:0006355;GO:2001141;GO:0031326;GO:0051252;GO:0031323;GO:0019219;GO:0051171;GO:0080090	6	isogroup9165	-0.4
"regulation of metabolic process"	GO:0010468;GO:0010556;GO:0009889;GO:0060255;GO:0019222;GO:0006355;GO:2001141;GO:0031326;GO:0051252;GO:0031323;GO:0019219;GO:0051171;GO:0080090	6	isogroup9248	0
"regulation of metabolic process"	GO:0010468;GO:0010556;GO:0009889;GO:0060255;GO:0019222;GO:0006355;GO:2001141;GO:0031326;GO:0051252;GO:0031323;GO:0019219;GO:0051171;GO:0080090	6	isogroup925	-0.6
"regulation of metabolic process"	GO:0010468;GO:0010556;GO:0009889;GO:0060255;GO:0019222;GO:0006355;GO:2001141;GO:0031326;GO:0051252;GO:0031323;GO:0019219;GO:0051171;GO:0080090	6	isogroup928	0.5
"regulation of metabolic process"	GO:0010468;GO:0010556;GO:0009889;GO:0060255;GO:0019222;GO:0006355;GO:2001141;GO:0031326;GO:0051252;GO:0031323;GO:0019219;GO:0051171;GO:0080090	6	isogroup9287	-1.1
"regulation of metabolic process"	GO:0010468;GO:0010556;GO:0009889;GO:0060255;GO:0019222;GO:0006355;GO:2001141;GO:0031326;GO:0051252;GO:0031323;GO:0019219;GO:0051171;GO:0080090	6	isogroup9334	-0.3
"regulation of metabolic process"	GO:0010468;GO:0010556;GO:0009889;GO:0060255;GO:0019222;GO:0006355;GO:2001141;GO:0031326;GO:0051252;GO:0031323;GO:0019219;GO:0051171;GO:0080090	6	isogroup9368	0.3
"regulation of metabolic process"	GO:0010468;GO:0010556;GO:0009889;GO:0060255;GO:0019222;GO:0006355;GO:2001141;GO:0031326;GO:0051252;GO:0031323;GO:0019219;GO:0051171;GO:0080090	6	isogroup9377	-0.2
"regulation of metabolic process"	GO:0010468;GO:0010556;GO:0009889;GO:0060255;GO:0019222;GO:0006355;GO:2001141;GO:0031326;GO:0051252;GO:0031323;GO:0019219;GO:0051171;GO:0080090	6	isogroup9390	-0.5
"regulation of metabolic process"	GO:0010468;GO:0010556;GO:0009889;GO:0060255;GO:0019222;GO:0006355;GO:2001141;GO:0031326;GO:0051252;GO:0031323;GO:0019219;GO:0051171;GO:0080090	6	isogroup9454	0.5
"regulation of metabolic process"	GO:0010468;GO:0010556;GO:0009889;GO:0060255;GO:0019222;GO:0006355;GO:2001141;GO:0031326;GO:0051252;GO:0031323;GO:0019219;GO:0051171;GO:0080090	6	isogroup9455	0
"regulation of metabolic process"	GO:0010468;GO:0010556;GO:0009889;GO:0060255;GO:0019222;GO:0006355;GO:2001141;GO:0031326;GO:0051252;GO:0031323;GO:0019219;GO:0051171;GO:0080090	6	isogroup9479	0
"regulation of metabolic process"	GO:0010468;GO:0010556;GO:0009889;GO:0060255;GO:0019222;GO:0006355;GO:2001141;GO:0031326;GO:0051252;GO:0031323;GO:0019219;GO:0051171;GO:0080090	6	isogroup9496	2.5
"regulation of metabolic process"	GO:0010468;GO:0010556;GO:0009889;GO:0060255;GO:0019222;GO:0006355;GO:2001141;GO:0031326;GO:0051252;GO:0031323;GO:0019219;GO:0051171;GO:0080090	6	isogroup953	3.1
"regulation of metabolic process"	GO:0010468;GO:0010556;GO:0009889;GO:0060255;GO:0019222;GO:0006355;GO:2001141;GO:0031326;GO:0051252;GO:0031323;GO:0019219;GO:0051171;GO:0080090	6	isogroup9534	0.4
"regulation of metabolic process"	GO:0010468;GO:0010556;GO:0009889;GO:0060255;GO:0019222;GO:0006355;GO:2001141;GO:0031326;GO:0051252;GO:0031323;GO:0019219;GO:0051171;GO:0080090	6	isogroup9556	9.2
"regulation of metabolic process"	GO:0010468;GO:0010556;GO:0009889;GO:0060255;GO:0019222;GO:0006355;GO:2001141;GO:0031326;GO:0051252;GO:0031323;GO:0019219;GO:0051171;GO:0080090	6	isogroup9654	8.3
"regulation of metabolic process"	GO:0010468;GO:0010556;GO:0009889;GO:0060255;GO:0019222;GO:0006355;GO:2001141;GO:0031326;GO:0051252;GO:0031323;GO:0019219;GO:0051171;GO:0080090	6	isogroup9657	-10
"regulation of metabolic process"	GO:0010468;GO:0010556;GO:0009889;GO:0060255;GO:0019222;GO:0006355;GO:2001141;GO:0031326;GO:0051252;GO:0031323;GO:0019219;GO:0051171;GO:0080090	6	isogroup9665	0
"regulation of metabolic process"	GO:0010468;GO:0010556;GO:0009889;GO:0060255;GO:0019222;GO:0006355;GO:2001141;GO:0031326;GO:0051252;GO:0031323;GO:0019219;GO:0051171;GO:0080090	6	isogroup9742	-3.4
"regulation of metabolic process"	GO:0010468;GO:0010556;GO:0009889;GO:0060255;GO:0019222;GO:0006355;GO:2001141;GO:0031326;GO:0051252;GO:0031323;GO:0019219;GO:0051171;GO:0080090	6	isogroup9794	0.7
"regulation of metabolic process"	GO:0010468;GO:0010556;GO:0009889;GO:0060255;GO:0019222;GO:0006355;GO:2001141;GO:0031326;GO:0051252;GO:0031323;GO:0019219;GO:0051171;GO:0080090	6	isogroup9838	-0.3
"regulation of metabolic process"	GO:0010468;GO:0010556;GO:0009889;GO:0060255;GO:0019222;GO:0006355;GO:2001141;GO:0031326;GO:0051252;GO:0031323;GO:0019219;GO:0051171;GO:0080090	6	isogroup9852	2.2
"regulation of metabolic process"	GO:0010468;GO:0010556;GO:0009889;GO:0060255;GO:0019222;GO:0006355;GO:2001141;GO:0031326;GO:0051252;GO:0031323;GO:0019219;GO:0051171;GO:0080090	6	isogroup9995	-2.1
"regulation of metabolic process"	GO:0010468;GO:0010556;GO:0009889;GO:0060255;GO:0019222;GO:0006355;GO:2001141;GO:0031326;GO:0051252;GO:0031323;GO:0019219;GO:0051171;GO:0080090	6	isogroup4014	2.4
"regulation of metabolic process"	GO:0010468;GO:0010556;GO:0009889;GO:0060255;GO:0019222;GO:0006355;GO:2001141;GO:0031326;GO:0051252;GO:0031323;GO:0019219;GO:0051171;GO:0080090	6	isogroup10244	-0.1
"regulation of metabolic process"	GO:0010468;GO:0010556;GO:0009889;GO:0060255;GO:0019222;GO:0006355;GO:2001141;GO:0031326;GO:0051252;GO:0031323;GO:0019219;GO:0051171;GO:0080090	6	isogroup11281	-1.1
"regulation of metabolic process"	GO:0010468;GO:0010556;GO:0009889;GO:0060255;GO:0019222;GO:0006355;GO:2001141;GO:0031326;GO:0051252;GO:0031323;GO:0019219;GO:0051171;GO:0080090	6	isogroup11358	0
"regulation of metabolic process"	GO:0010468;GO:0010556;GO:0009889;GO:0060255;GO:0019222;GO:0006355;GO:2001141;GO:0031326;GO:0051252;GO:0031323;GO:0019219;GO:0051171;GO:0080090	6	isogroup11443	-0.1
"regulation of metabolic process"	GO:0010468;GO:0010556;GO:0009889;GO:0060255;GO:0019222;GO:0006355;GO:2001141;GO:0031326;GO:0051252;GO:0031323;GO:0019219;GO:0051171;GO:0080090	6	isogroup11447	1.6
"regulation of metabolic process"	GO:0010468;GO:0010556;GO:0009889;GO:0060255;GO:0019222;GO:0006355;GO:2001141;GO:0031326;GO:0051252;GO:0031323;GO:0019219;GO:0051171;GO:0080090	6	isogroup12111	0.4
"regulation of metabolic process"	GO:0010468;GO:0010556;GO:0009889;GO:0060255;GO:0019222;GO:0006355;GO:2001141;GO:0031326;GO:0051252;GO:0031323;GO:0019219;GO:0051171;GO:0080090	6	isogroup12472	0.1
"regulation of metabolic process"	GO:0010468;GO:0010556;GO:0009889;GO:0060255;GO:0019222;GO:0006355;GO:2001141;GO:0031326;GO:0051252;GO:0031323;GO:0019219;GO:0051171;GO:0080090	6	isogroup13931	0
"regulation of metabolic process"	GO:0010468;GO:0010556;GO:0009889;GO:0060255;GO:0019222;GO:0006355;GO:2001141;GO:0031326;GO:0051252;GO:0031323;GO:0019219;GO:0051171;GO:0080090	6	isogroup15191	0
"regulation of metabolic process"	GO:0010468;GO:0010556;GO:0009889;GO:0060255;GO:0019222;GO:0006355;GO:2001141;GO:0031326;GO:0051252;GO:0031323;GO:0019219;GO:0051171;GO:0080090	6	isogroup19369	-0.4
"regulation of metabolic process"	GO:0010468;GO:0010556;GO:0009889;GO:0060255;GO:0019222;GO:0006355;GO:2001141;GO:0031326;GO:0051252;GO:0031323;GO:0019219;GO:0051171;GO:0080090	6	isogroup19922	1.7
"regulation of metabolic process"	GO:0010468;GO:0010556;GO:0009889;GO:0060255;GO:0019222;GO:0006355;GO:2001141;GO:0031326;GO:0051252;GO:0031323;GO:0019219;GO:0051171;GO:0080090	6	isogroup21144	-0.1
"regulation of metabolic process"	GO:0010468;GO:0010556;GO:0009889;GO:0060255;GO:0019222;GO:0006355;GO:2001141;GO:0031326;GO:0051252;GO:0031323;GO:0019219;GO:0051171;GO:0080090	6	isogroup2201	2.5
"regulation of metabolic process"	GO:0010468;GO:0010556;GO:0009889;GO:0060255;GO:0019222;GO:0006355;GO:2001141;GO:0031326;GO:0051252;GO:0031323;GO:0019219;GO:0051171;GO:0080090	6	isogroup2202	-0.3
"regulation of metabolic process"	GO:0010468;GO:0010556;GO:0009889;GO:0060255;GO:0019222;GO:0006355;GO:2001141;GO:0031326;GO:0051252;GO:0031323;GO:0019219;GO:0051171;GO:0080090	6	isogroup22454	-0.1
"regulation of metabolic process"	GO:0010468;GO:0010556;GO:0009889;GO:0060255;GO:0019222;GO:0006355;GO:2001141;GO:0031326;GO:0051252;GO:0031323;GO:0019219;GO:0051171;GO:0080090	6	isogroup2307	4.8
"regulation of metabolic process"	GO:0010468;GO:0010556;GO:0009889;GO:0060255;GO:0019222;GO:0006355;GO:2001141;GO:0031326;GO:0051252;GO:0031323;GO:0019219;GO:0051171;GO:0080090	6	isogroup23288	-0.8
"regulation of metabolic process"	GO:0010468;GO:0010556;GO:0009889;GO:0060255;GO:0019222;GO:0006355;GO:2001141;GO:0031326;GO:0051252;GO:0031323;GO:0019219;GO:0051171;GO:0080090	6	isogroup24399	-0.2
"regulation of metabolic process"	GO:0010468;GO:0010556;GO:0009889;GO:0060255;GO:0019222;GO:0006355;GO:2001141;GO:0031326;GO:0051252;GO:0031323;GO:0019219;GO:0051171;GO:0080090	6	isogroup24724	0
"regulation of metabolic process"	GO:0010468;GO:0010556;GO:0009889;GO:0060255;GO:0019222;GO:0006355;GO:2001141;GO:0031326;GO:0051252;GO:0031323;GO:0019219;GO:0051171;GO:0080090	6	isogroup27282	-0.1
"regulation of metabolic process"	GO:0010468;GO:0010556;GO:0009889;GO:0060255;GO:0019222;GO:0006355;GO:2001141;GO:0031326;GO:0051252;GO:0031323;GO:0019219;GO:0051171;GO:0080090	6	isogroup2862	10
"regulation of metabolic process"	GO:0010468;GO:0010556;GO:0009889;GO:0060255;GO:0019222;GO:0006355;GO:2001141;GO:0031326;GO:0051252;GO:0031323;GO:0019219;GO:0051171;GO:0080090	6	isogroup31091	-1.1
"regulation of metabolic process"	GO:0010468;GO:0010556;GO:0009889;GO:0060255;GO:0019222;GO:0006355;GO:2001141;GO:0031326;GO:0051252;GO:0031323;GO:0019219;GO:0051171;GO:0080090	6	isogroup39613	-0.2
"regulation of metabolic process"	GO:0010468;GO:0010556;GO:0009889;GO:0060255;GO:0019222;GO:0006355;GO:2001141;GO:0031326;GO:0051252;GO:0031323;GO:0019219;GO:0051171;GO:0080090	6	isogroup5941	-0.1
"regulation of metabolic process"	GO:0010468;GO:0010556;GO:0009889;GO:0060255;GO:0019222;GO:0006355;GO:2001141;GO:0031326;GO:0051252;GO:0031323;GO:0019219;GO:0051171;GO:0080090	6	isogroup5959	-1.6
"regulation of metabolic process"	GO:0010468;GO:0010556;GO:0009889;GO:0060255;GO:0019222;GO:0006355;GO:2001141;GO:0031326;GO:0051252;GO:0031323;GO:0019219;GO:0051171;GO:0080090	6	isogroup6235	-0.7
"regulation of metabolic process"	GO:0010468;GO:0010556;GO:0009889;GO:0060255;GO:0019222;GO:0006355;GO:2001141;GO:0031326;GO:0051252;GO:0031323;GO:0019219;GO:0051171;GO:0080090	6	isogroup728	0.7
"regulation of metabolic process"	GO:0010468;GO:0010556;GO:0009889;GO:0060255;GO:0019222;GO:0006355;GO:2001141;GO:0031326;GO:0051252;GO:0031323;GO:0019219;GO:0051171;GO:0080090	6	isogroup744	1.7
"regulation of metabolic process"	GO:0010468;GO:0010556;GO:0009889;GO:0060255;GO:0019222;GO:0006355;GO:2001141;GO:0031326;GO:0051252;GO:0031323;GO:0019219;GO:0051171;GO:0080090	6	isogroup8049	-0.5
"regulation of metabolic process"	GO:0010468;GO:0010556;GO:0009889;GO:0060255;GO:0019222;GO:0006355;GO:2001141;GO:0031326;GO:0051252;GO:0031323;GO:0019219;GO:0051171;GO:0080090	6	isogroup8431	0.2
"regulation of metabolic process"	GO:0010468;GO:0010556;GO:0009889;GO:0060255;GO:0019222;GO:0006355;GO:2001141;GO:0031326;GO:0051252;GO:0031323;GO:0019219;GO:0051171;GO:0080090	6	isogroup8631	-0.3
"regulation of metabolic process"	GO:0010468;GO:0010556;GO:0009889;GO:0060255;GO:0019222;GO:0006355;GO:2001141;GO:0031326;GO:0051252;GO:0031323;GO:0019219;GO:0051171;GO:0080090	6	isogroup10067	-0.4
"regulation of metabolic process"	GO:0010468;GO:0010556;GO:0009889;GO:0060255;GO:0019222;GO:0006355;GO:2001141;GO:0031326;GO:0051252;GO:0031323;GO:0019219;GO:0051171;GO:0080090	6	isogroup15829	-0.6
"cellular lipid catabolic process"	GO:0044242	4	isogroup15878	0.9
"cellular lipid catabolic process"	GO:0044242	4	isogroup23460	-3.8
"cellular lipid catabolic process"	GO:0044242	4	isogroup2633	0.3
"cellular lipid catabolic process"	GO:0044242	4	isogroup30175	0.5
"cellular lipid catabolic process"	GO:0044242	4	isogroup38817	1
